ID,Question Text,Question Answer,Reference Document,Paragraph(s) Number,Keywords,retrived_context
Q779,What is the extent of the cumulative number of Bacterial Meningitis cases in the WHO African Region?,The cumulative number of Bacterial Meningitis cases in the WHO African Region is not specified in the provided text.,TG Booklet 6,142,Bacterial Meningitis: WHO African Region Cases,"Filename: TG Booklet 3, Paragraph(s) Number: 1561, Content: Meningitis outbreak response in sub-Saharan Africa. WHO guideline, WHO/HSE/PED/CED/14.5
Filename: TG Booklet 3, Paragraph(s) Number: 1072, Content: Meningitis outbreak response in sub-Saharan Africa. WHO guideline, WHO/HSE/PED/CED/14.5
Filename: TG Booklet 3, Paragraph(s) Number: 1075, Content: Standard Operating Procedures for Surveillance of Meningitis, Preparedness and Response to Epidemics in Africa, WHO document. WHO/AFRO/FRH October 2018, Brazzaville"
Q316,What is the composition of the Public Health Emergency Rapid Response Team (PHERRT)?,"The PHERRT includes an IDSR Coordinator as Team Leader, a clinician/nurse, IPC Coordinator, community health nurse, surveillance officer, epidemiologist, data manager, laboratory personnel, environmental health officer, veterinary/livestock/wildlife officer, health promotion officer, mental health coordinator, health services administrator, pharmacist, and others based on specific characteristics of the outbreak.",TG Booklet 3,232,"PHERRT Composition, IDSR Coordinator, Clinicians, IPC, Surveillance, Epidemiologist, Data Manager, Laboratory, Environmental Health, Veterinary, Health Promotion, Mental Health, Administration, Pharmacy","Filename: TG Booklet 3, Paragraph(s) Number: 601, Content: A Public Health Emergency Rapid Response Team (PHERRT) is a technical, multi-disciplinary team that is readily available for quick mobilisation and deployment in case of emergencies to effectively investigate and respond to emergencies and public health events that presents significant harm to humans, animals and environment irrespective of origin or source. The PHERRT should be established at the district and national levels. Refer to section 4.2 on the composition of the PHERRT.
Filename: TG Booklet 3, Paragraph(s) Number: 713, Content: The Public Health Emergency Rapid Response Teams (PHERRT) would have already been identified during preparedness activities. Mobilize the teams and make sure that the membership of the team reflects the technical needs of the response. Refer to Section 5 of these guidelines for recommendations on the composition of the rapid response team and the team’s roles and responsibilities.
Filename: TG Booklet 3, Paragraph(s) Number: 220, Content: Mobilize the District Public Health Emergency Rapid Response Team (PHERRT) and make arrangements for investigating the report. The District Public Health Emergency Rapid Response Team (PHERRT) is a technical, multi-disciplinary team that is available for quick mobilization and deployment to support the field response to a suspected or confirmed outbreak or event. Include the district coordinator for the disease or event being investigated and any other relevant staff who have already been identified and trained to be part of the rapid response team in the investigation planning. (Note: periodically review and update the immunization status of personnel who take part in infectious diseases outbreak investigation and response activities.). It is advisable to have a database of trained public health workers who can rapidly be mobilized to fulfil the following functions; "
Q362,Why is it important to include geo-mapping coordinates in the line list register for identified cases during an outbreak investigation?,"Including geo-mapping coordinates is crucial for spatial analysis, helping to understand the geographic distribution of cases, identify clusters, and implement targeted interventions.",TG Booklet 3,311,"Geo-mapping Coordinates, Line List Register, Spatial Analysis, Geographic Distribution, Clusters, Targeted Interventions","Filename: TG Booklet 3, Paragraph(s) Number: 311, Content: For each new case, either in the health facility register or in searches from the community, that fits the surveillance case definition, record the collected information on a line list register, as well as in the case-based reporting form or other recommended form. Where possible, include geo-mapping coordinates. A line list register will keep track of pertinent basic data for cases and potential cases as they are identified (See Annex 4E for a sample line list register). For infectious diseases, list any contacts on the contact listing form and ensure they are monitored daily for the required time for signs and symptoms of the disease (See Annex 4F and 4G)
Filename: TG Booklet 3, Paragraph(s) Number: 623, Content: In preparing for outbreaks, there is need to undertake resource mapping to identify the available resources in every geographical area. This ensures prompt mobilization and distribution of such resources including material and human resources in an outbreak situation. Some of the resources can also be obtained from other sectors in the district or development partners and NGO available in respective levels
Filename: TG Booklet 6, Paragraph(s) Number: 475, Content: During an outbreak, the line list must be established and used as a primary data collection tool. The columns under the IDSR Line List should be changed based on the situation. The information from each reported case should be added to a single row in the spreadsheet. This paper form should be routinely incorporated in the IDSR Routinely Reported Database to facilitate comprehensive analysis and reporting to next level daily as well as on weekly basis."
Q608,"Does the TG include HIV/AIDS as an abbreviation, and what does it stand for?",Human Immunodeficiency Virus and Acquired Immune Deficiency Syndrome,TG Booklet 6,106,Human Immunodeficiency Virus And Acquired Immune Deficiency Syndrome,"Filename: TG Booklet 2, Paragraph(s) Number: 168, Content: Malawi is using posters, small-sized booklet and IDSR technical guidelines to disseminate case definitions for diseases under surveillance. These tools reinforce the use of standard case definitions for detecting and reporting priority diseases, conditions and events.
Filename: TG Booklet 2, Paragraph(s) Number: 658, Content: Note: Use of names may be required during outbreak of infectious diseases for the purpose of contact tracing. Refer to Section 4 of these 3rd Edition Malawi IDSR Technical Guidelines on contact tracing and recording.
Filename: TG Booklet 3, Paragraph(s) Number: 273, Content: Refer to the disease specific guidelines in Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines for laboratory requirements."
Q798,How does the case fatality rate of Cholera compare between untreated severe dehydration cases and those receiving correct treatment?,"The case fatality rate (CFR) for untreated severe dehydration in Cholera may exceed 50%, while if correct treatment is received, the CFR is usually less than 1%.",TG Booklet 6,157,CFR: Untreated Vs. Treated Cholera,"Filename: TG Booklet 6, Paragraph(s) Number: 159, Content:  Standard case definition: Cholera﷐ Suspected cholera case: In areas where a cholera outbreak has not been declared: Any patient aged two   years and older presenting with acute watery diarrhoea and severe dehydration or dying from acute watery   diarrhoea.  Probable cholera case: In areas where a cholera outbreak is declared: any person presenting with or dying  from acute watery diarrhoea.  Confirmed cholera case: A suspected case with Vibrio cholerae O1 or O139 confirmed by culture or PCR polymerase chain  reaction and, in countries where cholera is not present or has been eliminated, the Vibrio cholerae O1 or O139 strain is demonstrated to be toxigenic﷐Respond to alert threshold﷐If a single case is suspected:Report case-based information immediately.Manage and treat the case according to national guidelines.Enhance strict hand-washing and isolation procedures.Conduct case-based investigation to identify similar cases not previously reported.Obtain stool specimen from 5 patients within 5 days of onset of acute watery diarrhoea, and before antibiotic treatment is started. See laboratory guidelines for information on how to prepare, store and transport the specimens.﷐Respond to action threshold﷐If a suspected case of cholera is confirmed:Establish treatment centre in locality where cases occur. Treat cases onsite rather than asking patients to go to standing treatment centres elsewhere.Initiate a line listing of suspected and confirmed cases and ensure laboratory results are linked with casesStrengthen case management including treatment.Mobilize community early to enable rapid case detection and treatment. Survey the availability of clean drinking water.Work with community leaders to limit the number of funerals or other large gatherings for ceremonies or other reasons, especially during an epidemic. If seen mandatory, establish bylawsReduce sporadic and outbreak-related cases through continuous access to safe water. Promote safe preparation of food (especially seafood, fruits, and vegetables). Promote safe disposal of human waste.Ensure adequate collaboration with various sectors including water and sanitation to ensure appropriate interventions are addressedCholera vaccine is available; but its utilization must be accompanied with strategies to improve water and sanitation
Filename: TG Booklet 6, Paragraph(s) Number: 158, Content: Background﷐Acute illness with profuse watery diarrhoea caused by Vibrio cholerae serogroups O1 or O139. The disease is transmitted mainly through the faecal-oral route; that is through eating or drinking contaminated food or water.Cholera causes over 100 000 deaths per year. It may produce rapidly progressive epidemics or worldwide pandemics. In endemic areas, sporadic cases (less than 5% of all non-outbreak-related diarrhoea cases) and small outbreaks may occur.Incubation period is from a few hours to 5 days, usually in the range of from 2 to 3 days.There has been a resurgence of cholera in Africa since the mid-1980s, where over 80% of the world’s cases occurred in 1999. The majority of cases occurred from January through April. In 2016, globally, 38 countries reported a total of 132 121 cases. Of cases reported globally, 54% were from Africa, 13% from Asia and 32% from Hispaniola. Imported cases were reported in 9 countries.Cholera may cause severe dehydration in only a few hours. In untreated patients with severe dehydration, the case fatality rate (CFR) may exceed 50%. If patients present at the health facility and correct treatment is received, the CFR is usually less than 1%. At least 90% of the cases are mild, and they remain undiagnosed.Risk factors: eating or drinking contaminated foods such as uncooked seafood or shellfish from estuarine waters, lack of continuous access to safe water and food supplies, attending large gatherings of people including ceremonies such as weddings or funerals, contact with persons who died of cholera.Other enteric diarrhoea may cause watery diarrhoea, especially in children less than 5 years of age. Please see Diarrhoea with dehydration summary guidelines.﷐Surveillance goal﷐Detect and respond promptly and appropriately to cases and outbreaks of watery diarrhoea. To confirm an outbreak, collect and transport stool specimens transported in Cary-Blair medium.Do immediate case-based reporting of cases and deaths when an outbreak is suspected.
Filename: TG Booklet 6, Paragraph(s) Number: 173, Content: Respond to alert threshold: Diarrhoea with dehydration in children less than 5 years of age﷐If you observe that the number of cases or deaths is increasing over a period of time:Report the problem to the next level.Investigate the cause for the increased number of cases or deaths and identify the problem.Make sure that cases are managed according to IMCI guidelines.Encourage home-based therapy with oral rehydration.﷐Respond to action threshold: Diarrhoea with dehydration in children less than 5 years of age﷐If the number of cases or deaths increase to two times the number usually seen in a similar period in the past:Assess health worker practice of IMCI guidelines for managing cases and improve performance for classifying diarrhoea with dehydration in children less than 5 years of age.Teach mothers about home treatment with oral rehydration.Conduct community education about boiling and chlorinating water, and safe water storage and preparation of foods.﷐Analyse and interpret data﷐Time:Graph cases and deaths to compare with same period in previous years. Prepare graphs foroutpatient diarrhoea with some dehydration and for diarrhoea with severe dehydration. Construct an epidemic curve when outbreaks are detected.Place:Plot location of case households.Person:Report monthly totals due to diarrhoea with some dehydration and also for diarrhoea with severedehydration from outpatient services. Also report monthly inpatient total cases and deaths due to diarrhoea with severe dehydration.﷐Laboratory confirmation﷐Laboratory culture of stools may be used to confirm possible outbreaks of specific agents, but is not necessary for case definition.﷐Reference﷐Management of childhood illness: Clinical skills training course for first level health facilities. World Health Organization. WHO/CDR/95.14Integrated Management of Childhood Illness: A WHO/UNICEF Initiative Bulletin of the World Health Organization. Vol. 75, 1997, Supplement 1, 1997. ISBN 92 4 068750 5"
Q1123,What are the effects of acute and protracted crises on population health and health systems?,"Acute and protracted crises have major immediate and long-term effects on population health and health systems, causing disruptions in the overall functionality of the health system and potentially underperforming or disrupted routine IDSR systems.",TG Booklet 5,87,"Acute Crises, Protracted Crises, Population Health, Health Systems, System Disruptions, IDSR Underperformance","Filename: TG Booklet 5, Paragraph(s) Number: 206, Content: The mortality indicators in crisis affected populations:
Filename: TG Booklet 5, Paragraph(s) Number: 200, Content: Morbidity indicators in crisis affected populations include: 
Filename: TG Booklet 5, Paragraph(s) Number: 138, Content: Coordinate disease surveillance and outbreak response in crisis-affected populations;"
Q167,How is time-based data analysis carried out?,"Time-based analysis involves detecting abrupt or long-term changes in disease occurrence, understanding seasonality, and assessing the period from exposure to symptom onset.",TG Booklet 2,"782, 783, 784","Time-based Data Analysis, Detecting Changes, Seasonality, Exposure To Symptom Onset","Filename: TG Booklet 4, Paragraph(s) Number: 167, Content: ₋          Data analysis is the systematic process of examining data to generate relevant information for timely and appropriate public health action to be taken. Surveillance data should be analysed routinely and the information interpreted for use in public health actions. Capacity for routine data analysis and interpretation should be established and maintained for epidemiological as well as laboratory data 
Filename: TG Booklet 2, Paragraph(s) Number: 748, Content: This section describes how to receive surveillance data and analyse it by time, place and person. The analysis may be done electronically or manually. Methods for carrying out the analysis and steps for interpreting and summarizing the findings are also included. Information in this section can be applied at the national, district, health facility and community levels.
Filename: TG Booklet 2, Paragraph(s) Number: 732, Content: It is not enough to only collect, record and report numerical information about illness, death and disability from the catchment area; the data must also be analysed at each level where it is collected. Organizing and analysing data is an important function of surveillance. Analysing data provides the information that is used to take relevant, timely and appropriate public health action. Analysis of surveillance data allows for:"
Q2,What constitutes an alert in the context of disease surveillance?,An indirect early warning signs of a potential public health event occurring in a community under surveillance.,TG Booklet 1,67,"Alert, Early Warning Signs, Potential Public Health Event, Community Surveillance.","Filename: TG Booklet 1, Paragraph(s) Number: 67, Content: Acute ﷐Any disease having a rapid (sudden) onset and following a short course. ﷐Alert﷐An indirect early warning signs of a potential public health event occurring in a community under surveillance. Alerts must be investigated further and verified as to whether they represent a true event or not﷐Chronic ﷐Any health condition that develops slowly or of long duration and tends to result in some functional limitation and need for ongoing medical care. ﷐Cluster ﷐An aggregation of cases or health related condition in a given area over a particular period regardless of whether the number of cases is more than expected in relation to time or place or both. ﷐Disease ﷐An illness or medical condition, irrespective of origin or source, which presents or could present significant harm to animals, humans and plants. ﷐Disaster﷐the serious disruption of the functioning of a community or a society, causing widespread human, material, economic or environmental losses exceeding the ability of the affected community or society to cope using its own resources. ﷐Elimination ﷐Reduction to zero (or a very low defined target rate) of new cases in a defined geographical area ﷐Endemic ﷐A disease or condition regularly found among particular people or in a certain area. ﷐Epidemic ﷐Refers to an increase in the number of cases of a disease or an event above what is normally expected in that population in a given area over a particular period of time. ﷐Epidemiological link ﷐When a patient has or had exposure to a probable or confirmed case. ﷐Epidemiology ﷐The study of the distribution and determinants of health related states and the application of this information to controlling public health problems.  ﷐Eradication ﷐The purposeful reduction of specific disease prevalence to the point of continued absence of transmission in the world. ﷐Aetiology ﷐Refers to the cause, set of causes, or origin of a disease or condition. ﷐Event ﷐Under the IHR (2005) (Article 1), an event is defined as ‘a manifestation of disease, or an occurrence that creates a potential for disease’ (with particular reference to public health events of international concern, or PHEIC). An emergency incident or occurrence. An event may be insignificant or could be a significant occurrence, planned or unplanned (e.g. extreme weather event or mass gathering), that may impact the safety and security of communitiesNB: ‘Event’ and ‘incident’ are often used interchangeably﷐Health ManagementInformation System ﷐A  reporting system for diseases, conditions, and risks that is reported to the MOH from every health facility electronically or on paper weekly, monthly and quarterly basis.  ﷐Human-animal-environment interface﷐A continuum of contacts and interactions among people, animals, their products, and their environment(s); in some cases, facilitating transmission of zoonotic pathogens or shared health threats.﷐Incident﷐An occurrence or event, natural or human-caused that requires an emergency response to protect life, property, or the environment. An incident may be geographically confined (e.g. within a clearly delineated site or sites) or dispersed (e.g. a widespread power outage or an epidemic). Incidents may start suddenly (e.g. a chemical plant explosion) or gradually (e.g. a drought). They may be of very short duration (e.g. a call for emergency medical assistance), or continue for months or even years. They may be war-related disasters, public health and medical emergencies, and other emergencies.﷐Incident Management System (IMS)﷐This is a standardized approach to emergency management encompassing personnel, facilities, equipment, procedures, and communications operating within a common organizational structureThe IMS Standardized processes allow all who respond to the same incident to formulate a unified plan to manage the incident﷐International Health Regulations (2005) ﷐International legal instrument that is binding in 196 countries. The regulations aim to help the international community prevent and respond to acute public health risks that have the potential to cross borders and threaten people worldwide.  ﷐Multi-sectoral﷐Participation of more than one sector working together on a joint program or response to an event (e.g., a joint investigation by public health and law enforcement).  ﷐One Health﷐An approach to address a shared health threat at the human-animal-environment interface based on collaboration, communication, and coordination across all relevant sectors and disciplines, with the ultimate goal of achieving optimal health outcomes for both people and animals. A One Health approach applies to the local, regional, national, and global levels.﷐Outbreak ﷐The occurrence of more cases than expected in a defined geographic area or time. ﷐Pandemic ﷐An epidemic/outbreak occurring worldwide, or over a very wide area, crossing international borders and usually affecting a large number of people. ﷐Point of Entry ﷐Any passage, via land, air or sea, for international entry or exit of travellers, baggage, cargo, containers, conveyances, goods and postal parcels as well as agencies and areas providing services to them on entry or exit. ﷐Reporting site﷐A site which reports about surveillance and outbreak data to the district level. A reporting site includes all health facilities (public, private and quasi-governmental, faith based), standalone laboratories, PoEs. A reporting site also contains event reports from community surveillance and response﷐Zoonotic disease or zoonosis﷐An infectious disease that can be shared between animals and humans
Filename: TG Booklet 4, Paragraph(s) Number: 92, Content: Acute ﷐Any disease having a rapid (sudden) onset and following a short course. ﷐Alert ﷐An indirect early warning signs of a potential public health event occurring in a community under surveillance. Alerts must be investigated further and verified as to whether they represent a true event or not ﷐Chronic ﷐Any health condition that develops slowly or of long duration and tends to result in some functional limitation and need for ongoing medical care. ﷐Cluster ﷐An aggregation of cases or health related condition in a given area over a particular period regardless of whether the number of cases is more than expected in relation to time or place or both. ﷐Disease ﷐An illness or medical condition, irrespective of origin or source, which presents or could present significant harm to animals, humans and plants. ﷐Disaster ﷐The serious disruption of the functioning of a community or a society, causing widespread human, material, economic or environmental losses exceeding the ability of the affected community or society to cope using its own resources. ﷐Elimination ﷐Reduction to zero (or a very low defined target rate) of new cases in a defined geographical area ﷐Endemic ﷐A disease or condition regularly found among particular people or in a certain area. ﷐Epidemic ﷐Refers to an increase in the number of cases of a disease or an event above what is normally expected in that population in a given area over a particular period of time.   ﷐Epidemiological link ﷐When a patient has or had exposure to a probable or confirmed case. ﷐Epidemiology ﷐The study of the distribution and determinants of health related states and the application of this information to controlling public health problems.  ﷐Eradication ﷐The purposeful reduction of specific disease prevalence to the point of continued absence of transmission in the world. ﷐Aetiology ﷐Refers to the cause, set of causes, or origin of a disease or condition. ﷐Event ﷐Under the IHR (2005) (Article 1), an event is defined as ‘a manifestation of disease, or an occurrence that creates a potential for disease’ (with particular reference to public health events of international concern, or PHEIC). An emergency incident or occurrence. An event may be insignificant or could be a significant occurrence, planned or unplanned (e.g. extreme weather event or mass gathering), that may impact the safety and security of communities NB: ‘Event’ and ‘incident’ are often used interchangeably   ﷐Health Management Information System ﷐A monthly reporting system for diseases, conditions, and risks that is reported to the MOH from every healthcare facility electronically or on paper.  ﷐Human-animal-environment interface ﷐A continuum of contacts and interactions among people, animals, their products, and their environment(s); in some cases, facilitating transmission of zoonotic pathogens or shared health threats. ﷐Incident ﷐An occurrence or event, natural or human-caused that requires an emergency response to protect life, property, or the environment. An incident may be geographically confined (e.g. within a clearly delineated site or sites) or dispersed (e.g. a widespread power outage or an epidemic). Incidents may start suddenly (e.g. a chemical plant explosion) or gradually (e.g. a drought). They may be of very short duration (e.g. a call for emergency medical assistance), or continue for months or even years. war-related disasters, public health and medical emergencies, and other emergencies. ﷐Incident Management System (IMS) ﷐This is a standardized approach to emergency management encompassing personnel, facilities, equipment, procedures, and communications operating within a common organizational structure The IMS Standardized processes allow all who respond to the same incident to formulate a unified plan to manage the incident ﷐International Health Regulations (2005) ﷐International legal instrument that is binding in 196 countries. The regulations aim to help the international community prevent and respond to acute public health risks that have the potential to cross borders and threaten people worldwide.  ﷐Multi-sectoral ﷐Participation of more than one sector working together on a joint program or response to an event (e.g., a joint investigation by public health and law enforcement).  ﷐One Health ﷐An approach to address a shared health threat at the human-animal-environment interface based on collaboration, communication, and coordination across all relevant sectors and disciplines, with the ultimate goal of achieving optimal health outcomes for both people and animals. A One Health approach applies to the local, regional, national, and global levels. ﷐Outbreak ﷐The occurrence of more cases than expected in a defined geographic area or time. ﷐Pandemic ﷐An epidemic occurring worldwide, or over a very wide area, crossing international borders and usually affecting a large number of people. ﷐Point of Entry ﷐Any passage, via land, air or sea, for international entry or exit of travellers, baggage, cargo, containers, conveyances, goods and postal parcels as well as agencies and areas providing services to them on entry or exit. ﷐Reporting site ﷐A site which reports about surveillance and outbreak data to the district level. A reporting site includes all health facilities (public, private and quasi-governmental, faith based), standalone laboratories, PoE. A reporting site also contains event reports from community surveillance and response ﷐Zoonotic disease or zoonosis ﷐An infectious disease that can be shared between animals and people 
Filename: TG Booklet 6, Paragraph(s) Number: 117, Content: Background﷐In this sub-section, you will find general information about:The disease or event, the causative agent, geographic range affected and other epidemiologic information.Transmission routes such as person-to-person, unprotected contact with infectious body fluids or contaminated materials, vector-borne, and so on.Why the disease/event is a priority for surveillance. For example, the disease/event is responsible for a high number of deaths, disability and illness, General and specific risk factors in African countries.Any additional background information that might serve the district surveillance team.﷐Surveillance Goal﷐This sub-section states how the surveillance information is used for action.﷐Standard case definition﷐Suspected case: A definition is provided for suspecting a case or outbreak of this disease or event.Probable case: A definition is provided for a suspected case with epidemiological link to a confirmed case or an outbreak if laboratory confirmation results are not available. Confirmed case: A definition is provided for classifying a case as confirmed through laboratory diagnostic testing.﷐Respond to alert thresholdSome diseases or events have program specific thresholds for alerting the health facility or district to a potential problem. For epidemic-prone diseases, diseases targeted for elimination or eradication, or public health events of international concern, a single case is a suspected outbreak and requires immediate reporting followed by patient treatment, collection of specimens for case confirmation, and investigation of the case to determine the risk factors and potential interventions.For other priority diseases of public health importance, an outbreak or event is suspected when there is any unusual cluster, pattern, or increase in the number of cases when compared with previous time periods. This should prompt a response such as investigating what might have caused the unusual events. If laboratory confirmation is indicated, specimens should be collected for laboratory confirmation.﷐Respond to action threshold﷐For epidemic-prone diseases, diseases targeted for elimination or eradication, or public health events of international concern, a confirmed case should trigger a response such as conducting an emergency immunization activity, enhancing access to safe drinking water, community education campaigns, and improving case management.For other priority diseases of public health importance, a confirmed outbreak should prompt an appropriate response such as improving coverage for specified immunizations, strengthening case management, providing information, education and communication about preventing and controlling the disease, and so on.﷐Analyse and interpret data﷐This sub-section contains generic information about the minimum data elements to collect, analyse and interpret. The key points to consider for interpreting the data and specific elements for analysis are also stated (time, place, and person).﷐Laboratory confirmation﷐In this sub-section, guidelines on laboratory confirmation are provided including: relevant diagnostic  tests, how to collect, store and transport the specimens needed for laboratory confirmation, and information on the results of laboratory work.﷐Reference﷐Appropriate references for further information stated for each disease. Most are available from the WHO website."
Q232,How can quality of data be ensured during data collection?,"Ensuring the quality of data during data collection involves implementing measures to address completeness, consistency, arithmetic accuracy, and the prevention of obvious fluctuations.",TG Booklet 2,896-900,"Data Quality, Collection, Completeness, Consistency, Arithmetic Accuracy, Fluctuations Prevention","Filename: TG Booklet 2, Paragraph(s) Number: 613, Content: During supervision, stress the importance of data quality and surveillance; that correct data will lead to analysis, interpretation, and the information that will be communicated will lead to action and evaluation. It is recommended that regular data quality audits are conducted at the reporting sites.  (See Annex 2J for checklist on key elements to assess in data quality audits)
Filename: TG Booklet 1, Paragraph(s) Number: 579, Content: Review the quality of surveillance data from time to time by conducting data quality audits and come up with appropriate measures to improve data quality in the district.
Filename: TG Booklet 2, Paragraph(s) Number: 937, Content: Data validation and quality analysis. Establish a data validation team at all levels. Meetings should be held periodically to review reports. All reports submitted must be checked for consistency with various sources. "
Q405,Why is the frequent updating of a transmission tree considered essential during an outbreak investigation?,"The frequent updating of a transmission tree is crucial because it helps in identifying new clusters, establishing epidemiological links, and regulating infection transmission in a given geographical area.",TG Booklet 3,373,"Transmission Tree Updating, Outbreak Investigation, Identifying Clusters, Epidemiological Links, Infection Transmission","Filename: TG Booklet 3, Paragraph(s) Number: 390, Content: Ensure that the same IDSR mechanism is used to enhance surveillance of events, and that the system is flexible enough to allow adaptation of additional variables to be collected using the existing system. This will avoid parallel reporting which can lead to confusion on the progress of the outbreak
Filename: TG Booklet 3, Paragraph(s) Number: 376, Content: Once an outbreak is identified, control measures are important for interrupting disease transmission and or limiting exposure to the source of infection and preventing occurrence of future outbreaks. If a pathogen or other suspected source of the outbreak is identified, control measures should target specific agents, sources, or reservoirs of infection. Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines gives a description of some of the control measures for each priority diseases and references for further reading.
Filename: TG Booklet 5, Paragraph(s) Number: 259, Content: Outbreak investigation involves determining the cause of an outbreak and who is at risk, so that control measures can be implemented. The main objective of an outbreak investigation is to control the outbreak and thus reduce morbidity and mortality. The investigation should begin as soon as an alert is detected and has been verified. "
Q1220,Which intervals should be monitored for detection of immediately reportable diseases?,"Intervals that should be monitored include the interval between the onset of the first known case and when the case was seen in the health facility, reporting from the community to the health facility and district, from the health facility to the district, and from the time the threshold is reached to a concrete response.",TG Booklet 4,219-220,"Monitoring Intervals, Immediately Reportable Diseases, Case Onset, Health Facility, Community Reporting, District Reporting, Threshold, Concrete Response","Filename: TG Booklet 4, Paragraph(s) Number: 220, Content: Other intervals to monitor for detection of immediately reportable diseases include monitoring reporting from the community to the health facility and to the district (within 24 hours of onset of illness), from the health facility to the district (within 24 hours) and from the time the threshold is reached to a concrete response (within 48 hours). 
Filename: TG Booklet 4, Paragraph(s) Number: 219, Content: Monitor how well the system is able to detect immediately notifiable diseases or events. Monitor the interval between the onset of the first known case and when the case was seen in the health facility. If this interval is too long, it will seriously affect the health outcome of individual patients and will alter the spread of the outbreak. 
Filename: TG Booklet 2, Paragraph(s) Number: 488, Content: Immediate reporting of case-based information allows for early detection of unexpected or highly pathogenic/lethal public health events. All the diseases and conditions under immediate reporting should also be reported under aggregated weekly report in the Weekly IDSR Summary Reporting Form."
Q755,"How many cases trigger the alert threshold for Buruli ulcer (BU), and what actions are taken in response to a suspected case?","If a single case is suspected, it triggers the alert threshold. Actions include reporting to the appropriate health system level, specimen collection for laboratory confirmation, wound dressing, and initiating antibiotic treatment.",TG Booklet 6,150,BU Alert Threshold: Case Trigger And Response Actions,"Filename: TG Booklet 2, Paragraph(s) Number: 887, Content: Action (epidemic) threshold triggers a definite response. It marks the specific data or investigation finding that alerts an action beyond confirming or clarifying the problem. Possible actions include communicating laboratory confirmation to affected health centres, implementing an emergency response such as an immunization activity, community awareness campaign, or improved infection control practices in the health care setting. Several thresholds have been proposed for action based on disease surveillance findings. For rare diseases or diseases targeted for eradication, detection of a single case suggests an epidemic. In such situations, one case is unusual and is a serious event. This is because these rare or targeted diseases have the potential for rapid transmission or high case fatality rates.
Filename: TG Booklet 2, Paragraph(s) Number: 888, Content: In other situations, a number of cases will trigger a response. For example, the epidemic threshold for bacterial meningitis in countries of the meningitis belt is 10 suspected cases per 30,000 - 100,000 inhabitants per week and under 30,000 inhabitants is 5 suspected cases in one week or doubling of the number of cases in a three-week period (Minimum of 2 cases in one week), and the alert threshold is 3 suspected cases per 30,000 - 100,000 inhabitants per week and under 30,000 inhabitants is 2 suspected cases per week or an increased incidence compared to previous non-epidemic years (Source: Weekly Epidemiological Record No 51/52, 577-588, 19 December 2014( http://www.who.int/wer).
Filename: TG Booklet 6, Paragraph(s) Number: 148, Content: Buruli ulcer (BU) (Mycobacterium ulcerans disease)"
Q474,What is the objective of the example analytical study provided?,"The objective of the example analytical study is to determine potential exposures to cholera in the Central African Republic. The study employs a case-control design and analyzes the association between consuming cold cassava leaves and the odds of having cholera. The unadjusted matched analysis indicates a statistically significant association, with persons who ate cold cassava leaves having greater odds of having cholera. The study aims to test hypotheses and identify potential risk factors for cholera.",TG Booklet 3,471,"Analytical Study, Hypotheses Testing, Cholera, Potential Exposures, Case-control Design, Odds Ratio, Risk Factors Identification","Filename: TG Booklet 3, Paragraph(s) Number: 409, Content: Annex 4I:	Example of an Analytical study to test hypothesis 
Filename: TG Booklet 3, Paragraph(s) Number: 470, Content: Annex 4I:  Example of an Analytical study to test hypothesis
Filename: TG Booklet 3, Paragraph(s) Number: 358, Content: To test a hypothesis, one must use an analytic epidemiology process to answer questions of how and why the population was affected"
Q545,Does the TG contain case definitions for New HIV/AIDS Cases?,"Yes, Page 131 of TG Booklet 6 Section 11",TG Booklet 6,48,"TG, New HIV/AIDS Cases, Case Definitions, Page 131, Booklet 6, Section 11","Filename: TG Booklet 2, Paragraph(s) Number: 170, Content: Proposed case definitions based on established disease-specific programs are in Annex 1A and are also available in Section 11 of these 3rd Edition Malawi IDSR Technical Guidelines.
Filename: TG Booklet 2, Paragraph(s) Number: 168, Content: Malawi is using posters, small-sized booklet and IDSR technical guidelines to disseminate case definitions for diseases under surveillance. These tools reinforce the use of standard case definitions for detecting and reporting priority diseases, conditions and events.
Filename: TG Booklet 3, Paragraph(s) Number: 297, Content: After establishing that there is an outbreak, and verifying the correct diagnosis, a crucial step is to define what constitutes a case in this investigation. In section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines, a list of standard case definitions for most IDSR priority diseases is already available. Even in situations where a case definition might be available, in specific outbreaks, other details are necessary to be included in the case definitions and these include geographical location, attendance at an event or travel to a certain location. In some circumstances, you might encounter a new disease not listed in the Section 11.0 of these 3rd Edition Malawi IDSR Technical Guidelines and you will need to develop an operational case definition. The common elements of a case definition include information on symptoms, date of onset of symptoms, laboratory results, and the essential elements of person, place, and time."
